wkt,id
"MULTIPOLYGON (((-9.18100678252254 38.7236376847477, -9.18280341309078 38.7236376847477, -9.18280341309078 38.725039352571, -9.18100678252254 38.725039352571, -9.18100678252254 38.7236376847477)))",1062
"MULTIPOLYGON (((-9.18280341309078 38.7236376847477, -9.18460004365902 38.7236376847477, -9.18460004365902 38.725039352571, -9.18280341309078 38.725039352571, -9.18280341309078 38.7236376847477)))",1061
"MULTIPOLYGON (((-9.1792101519543 38.7208342666157, -9.18100678252254 38.7208342666157, -9.18100678252254 38.7222359894292, -9.1792101519543 38.7222359894292, -9.1792101519543 38.7208342666157)))",951
"MULTIPOLYGON (((-9.17741352138606 38.7208342666157, -9.1792101519543 38.7208342666157, -9.1792101519543 38.7222359894292, -9.17741352138606 38.7222359894292, -9.17741352138606 38.7208342666157)))",952
"MULTIPOLYGON (((-9.18639667422726 38.725039352571, -9.1881933047955 38.725039352571, -9.1881933047955 38.7264409928988, -9.18639667422726 38.7264409928988, -9.18639667422726 38.725039352571)))",1116
"MULTIPOLYGON (((-9.1881933047955 38.725039352571, -9.18998993536373 38.725039352571, -9.18998993536373 38.7264409928988, -9.1881933047955 38.7264409928988, -9.1881933047955 38.725039352571)))",1115
"MULTIPOLYGON (((-9.18998993536373 38.725039352571, -9.19178656593197 38.725039352571, -9.19178656593197 38.7264409928988, -9.18998993536373 38.7264409928988, -9.18998993536373 38.725039352571)))",1114
"MULTIPOLYGON (((-9.19178656593197 38.725039352571, -9.19358319650021 38.725039352571, -9.19358319650021 38.7264409928988, -9.19178656593197 38.7264409928988, -9.19178656593197 38.725039352571)))",1113
"MULTIPOLYGON (((-9.19358319650021 38.7236376847477, -9.19537982706845 38.7236376847477, -9.19537982706845 38.725039352571, -9.19358319650021 38.725039352571, -9.19358319650021 38.7236376847477)))",1055
"MULTIPOLYGON (((-9.19537982706845 38.7236376847477, -9.19717645763669 38.7236376847477, -9.19717645763669 38.725039352571, -9.19537982706845 38.725039352571, -9.19537982706845 38.7236376847477)))",1054
"MULTIPOLYGON (((-9.19717645763669 38.7222359894292, -9.19897308820493 38.7222359894292, -9.19897308820493 38.7236376847477, -9.19717645763669 38.7236376847477, -9.19717645763669 38.7222359894292)))",997
"MULTIPOLYGON (((-9.19897308820493 38.7222359894292, -9.20076971877317 38.7222359894292, -9.20076971877317 38.7236376847477, -9.19897308820493 38.7236376847477, -9.19897308820493 38.7222359894292)))",996
"MULTIPOLYGON (((-9.20076971877317 38.7208342666157, -9.20256634934141 38.7208342666157, -9.20256634934141 38.7222359894292, -9.20076971877317 38.7222359894292, -9.20076971877317 38.7208342666157)))",939
"MULTIPOLYGON (((-9.20256634934141 38.7208342666157, -9.20436297990965 38.7208342666157, -9.20436297990965 38.7222359894292, -9.20256634934141 38.7222359894292, -9.20256634934141 38.7208342666157)))",938
"MULTIPOLYGON (((-9.20615961047788 38.7194325163075, -9.20795624104612 38.7194325163075, -9.20795624104612 38.7208342666157, -9.20615961047788 38.7208342666157, -9.20615961047788 38.7194325163075)))",879
"MULTIPOLYGON (((-9.20795624104612 38.7194325163075, -9.20975287161436 38.7194325163075, -9.20975287161436 38.7208342666157, -9.20795624104612 38.7208342666157, -9.20795624104612 38.7194325163075)))",878
"MULTIPOLYGON (((-9.20975287161436 38.718030738505, -9.2115495021826 38.718030738505, -9.2115495021826 38.7194325163075, -9.20975287161436 38.7194325163075, -9.20975287161436 38.718030738505)))",820
"MULTIPOLYGON (((-9.20975287161436 38.7194325163075, -9.2115495021826 38.7194325163075, -9.2115495021826 38.7208342666157, -9.20975287161436 38.7208342666157, -9.20975287161436 38.7194325163075)))",877
"MULTIPOLYGON (((-9.20795624104612 38.718030738505, -9.20975287161436 38.718030738505, -9.20975287161436 38.7194325163075, -9.20795624104612 38.7194325163075, -9.20795624104612 38.718030738505)))",821
"MULTIPOLYGON (((-9.2115495021826 38.718030738505, -9.21334613275084 38.718030738505, -9.21334613275084 38.7194325163075, -9.2115495021826 38.7194325163075, -9.2115495021826 38.718030738505)))",819
"MULTIPOLYGON (((-9.21334613275084 38.718030738505, -9.21514276331908 38.718030738505, -9.21514276331908 38.7194325163075, -9.21334613275084 38.7194325163075, -9.21334613275084 38.718030738505)))",818
"MULTIPOLYGON (((-9.21693939388732 38.7166289332084, -9.21873602445556 38.7166289332084, -9.21873602445556 38.718030738505, -9.21693939388732 38.718030738505, -9.21693939388732 38.7166289332084)))",758
"MULTIPOLYGON (((-9.21873602445556 38.7166289332084, -9.2205326550238 38.7166289332084, -9.2205326550238 38.718030738505, -9.21873602445556 38.718030738505, -9.21873602445556 38.7166289332084)))",757
"MULTIPOLYGON (((-9.21873602445556 38.7152271004181, -9.2205326550238 38.7152271004181, -9.2205326550238 38.7166289332084, -9.21873602445556 38.7166289332084, -9.21873602445556 38.7152271004181)))",699
"MULTIPOLYGON (((-9.2205326550238 38.7152271004181, -9.22232928559204 38.7152271004181, -9.22232928559204 38.7166289332084, -9.2205326550238 38.7166289332084, -9.2205326550238 38.7152271004181)))",698
"MULTIPOLYGON (((-9.2205326550238 38.7138252401344, -9.22232928559204 38.7138252401344, -9.22232928559204 38.7152271004181, -9.2205326550238 38.7152271004181, -9.2205326550238 38.7138252401344)))",640
"MULTIPOLYGON (((-9.2205326550238 38.7082175240708, -9.22232928559204 38.7082175240708, -9.22232928559204 38.7096194943254, -9.2205326550238 38.7096194943254, -9.2205326550238 38.7082175240708)))",414
"MULTIPOLYGON (((-9.2205326550238 38.7096194943254, -9.22232928559204 38.7096194943254, -9.22232928559204 38.7110214370877, -9.2205326550238 38.7110214370877, -9.2205326550238 38.7096194943254)))",469
"MULTIPOLYGON (((-9.22232928559204 38.7068155263243, -9.22412591616028 38.7068155263243, -9.22412591616028 38.7082175240708, -9.22232928559204 38.7082175240708, -9.22232928559204 38.7068155263243)))",359
"MULTIPOLYGON (((-9.22232928559204 38.7054135010862, -9.22412591616028 38.7054135010862, -9.22412591616028 38.7068155263243, -9.22232928559204 38.7068155263243, -9.22232928559204 38.7054135010862)))",307
"MULTIPOLYGON (((-9.22412591616028 38.7040114483567, -9.22592254672852 38.7040114483567, -9.22592254672852 38.7054135010862, -9.22412591616028 38.7054135010862, -9.22412591616028 38.7040114483567)))",260
"MULTIPOLYGON (((-9.22592254672852 38.7012072604248, -9.22771917729675 38.7012072604248, -9.22771917729675 38.7026093681361, -9.22592254672852 38.7026093681361, -9.22592254672852 38.7012072604248)))",178
"MULTIPOLYGON (((-9.22592254672852 38.699805125223, -9.22771917729675 38.699805125223, -9.22771917729675 38.7012072604248, -9.22592254672852 38.7012072604248, -9.22592254672852 38.699805125223)))",141
"MULTIPOLYGON (((-9.22592254672852 38.6984029625311, -9.22771917729675 38.6984029625311, -9.22771917729675 38.699805125223, -9.22592254672852 38.699805125223, -9.22592254672852 38.6984029625311)))",106
"MULTIPOLYGON (((-9.22592254672852 38.6970007723494, -9.22771917729675 38.6970007723494, -9.22771917729675 38.6984029625311, -9.22592254672852 38.6984029625311, -9.22592254672852 38.6970007723494)))",76
"MULTIPOLYGON (((-9.22771917729675 38.6970007723494, -9.22951580786499 38.6970007723494, -9.22951580786499 38.6984029625311, -9.22771917729675 38.6984029625311, -9.22771917729675 38.6970007723494)))",75
"MULTIPOLYGON (((-9.15585395456719 38.758671130978, -9.15765058513543 38.758671130978, -9.15765058513543 38.7600721113229, -9.15585395456719 38.7600721113229, -9.15585395456719 38.758671130978)))",2617
"MULTIPOLYGON (((-9.15944721570367 38.758671130978, -9.16124384627191 38.758671130978, -9.16124384627191 38.7600721113229, -9.15944721570367 38.7600721113229, -9.15944721570367 38.758671130978)))",2615
"MULTIPOLYGON (((-9.13968427945304 38.7628739895034, -9.14148091002128 38.7628739895034, -9.14148091002128 38.7642748873384, -9.13968427945304 38.7642748873384, -9.13968427945304 38.7628739895034)))",2810
"MULTIPOLYGON (((-9.14327754058952 38.7614730641648, -9.14507417115776 38.7614730641648, -9.14507417115776 38.7628739895034, -9.14327754058952 38.7628739895034, -9.14327754058952 38.7614730641648)))",2747
"MULTIPOLYGON (((-9.14148091002128 38.7628739895034, -9.14327754058952 38.7628739895034, -9.14327754058952 38.7642748873384, -9.14148091002128 38.7642748873384, -9.14148091002128 38.7628739895034)))",2809
"MULTIPOLYGON (((-9.12351460433889 38.7712789639488, -9.12531123490713 38.7712789639488, -9.12531123490713 38.7726796967559, -9.12351460433889 38.7726796967559, -9.12351460433889 38.7712789639488)))",3173
"MULTIPOLYGON (((-9.12351460433889 38.7726796967559, -9.12531123490713 38.7726796967559, -9.12531123490713 38.7740804020573, -9.12351460433889 38.7740804020573, -9.12351460433889 38.7726796967559)))",3229
"MULTIPOLYGON (((-9.12351460433889 38.7740804020573, -9.12531123490713 38.7740804020573, -9.12531123490713 38.7754810798527, -9.12351460433889 38.7754810798527, -9.12351460433889 38.7740804020573)))",3284
"MULTIPOLYGON (((-9.12171797377065 38.7754810798527, -9.12351460433889 38.7754810798527, -9.12351460433889 38.7768817301418, -9.12171797377065 38.7768817301418, -9.12171797377065 38.7754810798527)))",3340
"MULTIPOLYGON (((-9.12171797377065 38.7768817301418, -9.12351460433889 38.7768817301418, -9.12351460433889 38.7782823529244, -9.12171797377065 38.7782823529244, -9.12171797377065 38.7768817301418)))",3389
"MULTIPOLYGON (((-9.12171797377065 38.7782823529244, -9.12351460433889 38.7782823529244, -9.12351460433889 38.7796829482, -9.12171797377065 38.7796829482, -9.12171797377065 38.7782823529244)))",3437
"MULTIPOLYGON (((-9.12171797377065 38.7796829482, -9.12351460433889 38.7796829482, -9.12351460433889 38.7810835159685, -9.12171797377065 38.7810835159685, -9.12171797377065 38.7796829482)))",3483
"MULTIPOLYGON (((-9.12171797377065 38.7810835159685, -9.12351460433889 38.7810835159685, -9.12351460433889 38.7824840562296, -9.12171797377065 38.7824840562296, -9.12171797377065 38.7810835159685)))",3524
"MULTIPOLYGON (((-9.12171797377065 38.7824840562296, -9.12351460433889 38.7824840562296, -9.12351460433889 38.7838845689828, -9.12171797377065 38.7838845689828, -9.12171797377065 38.7824840562296)))",3564
"MULTIPOLYGON (((-9.12351460433889 38.7824840562296, -9.12531123490713 38.7824840562296, -9.12531123490713 38.7838845689828, -9.12351460433889 38.7838845689828, -9.12351460433889 38.7824840562296)))",3563
"MULTIPOLYGON (((-9.12351460433889 38.7810835159685, -9.12531123490713 38.7810835159685, -9.12531123490713 38.7824840562296, -9.12351460433889 38.7824840562296, -9.12351460433889 38.7810835159685)))",3523
"MULTIPOLYGON (((-9.12351460433889 38.7796829482, -9.12531123490713 38.7796829482, -9.12531123490713 38.7810835159685, -9.12351460433889 38.7810835159685, -9.12351460433889 38.7796829482)))",3482
"MULTIPOLYGON (((-9.12351460433889 38.7782823529244, -9.12531123490713 38.7782823529244, -9.12531123490713 38.7796829482, -9.12351460433889 38.7796829482, -9.12351460433889 38.7782823529244)))",3436
"MULTIPOLYGON (((-9.11992134320241 38.7810835159685, -9.12171797377065 38.7810835159685, -9.12171797377065 38.7824840562296, -9.11992134320241 38.7824840562296, -9.11992134320241 38.7810835159685)))",3525
"MULTIPOLYGON (((-9.11812471263417 38.7796829482, -9.11992134320241 38.7796829482, -9.11992134320241 38.7810835159685, -9.11812471263417 38.7810835159685, -9.11812471263417 38.7796829482)))",3485
"MULTIPOLYGON (((-9.11632808206593 38.7796829482, -9.11812471263417 38.7796829482, -9.11812471263417 38.7810835159685, -9.11632808206593 38.7810835159685, -9.11632808206593 38.7796829482)))",3486
"MULTIPOLYGON (((-9.11453145149769 38.7782823529244, -9.11632808206593 38.7782823529244, -9.11632808206593 38.7796829482, -9.11453145149769 38.7796829482, -9.11453145149769 38.7782823529244)))",3441
"MULTIPOLYGON (((-9.11273482092946 38.7768817301418, -9.11453145149769 38.7768817301418, -9.11453145149769 38.7782823529244, -9.11273482092946 38.7782823529244, -9.11273482092946 38.7768817301418)))",3394
"MULTIPOLYGON (((-9.11093819036122 38.7754810798527, -9.11273482092946 38.7754810798527, -9.11273482092946 38.7768817301418, -9.11093819036122 38.7768817301418, -9.11093819036122 38.7754810798527)))",3346
"MULTIPOLYGON (((-9.10914155979298 38.7754810798527, -9.11093819036122 38.7754810798527, -9.11093819036122 38.7768817301418, -9.10914155979298 38.7768817301418, -9.10914155979298 38.7754810798527)))",3347
"MULTIPOLYGON (((-9.10914155979298 38.7740804020573, -9.11093819036122 38.7740804020573, -9.11093819036122 38.7754810798527, -9.10914155979298 38.7754810798527, -9.10914155979298 38.7740804020573)))",3292
"MULTIPOLYGON (((-9.10734492922474 38.7740804020573, -9.10914155979298 38.7740804020573, -9.10914155979298 38.7754810798527, -9.10734492922474 38.7754810798527, -9.10734492922474 38.7740804020573)))",3293
"MULTIPOLYGON (((-9.1055482986565 38.7740804020573, -9.10734492922474 38.7740804020573, -9.10734492922474 38.7754810798527, -9.1055482986565 38.7754810798527, -9.1055482986565 38.7740804020573)))",3294
"MULTIPOLYGON (((-9.10375166808826 38.7740804020573, -9.1055482986565 38.7740804020573, -9.1055482986565 38.7754810798527, -9.10375166808826 38.7754810798527, -9.10375166808826 38.7740804020573)))",3295
"MULTIPOLYGON (((-9.10375166808826 38.7726796967559, -9.1055482986565 38.7726796967559, -9.1055482986565 38.7740804020573, -9.10375166808826 38.7740804020573, -9.10375166808826 38.7726796967559)))",3240
"MULTIPOLYGON (((-9.1055482986565 38.7726796967559, -9.10734492922474 38.7726796967559, -9.10734492922474 38.7740804020573, -9.1055482986565 38.7740804020573, -9.1055482986565 38.7726796967559)))",3239
"MULTIPOLYGON (((-9.18460004365902 38.725039352571, -9.18639667422726 38.725039352571, -9.18639667422726 38.7264409928988, -9.18460004365902 38.7264409928988, -9.18460004365902 38.725039352571)))",1117
"MULTIPOLYGON (((-9.18460004365902 38.7236376847477, -9.18639667422726 38.7236376847477, -9.18639667422726 38.725039352571, -9.18460004365902 38.725039352571, -9.18460004365902 38.7236376847477)))",1060
"MULTIPOLYGON (((-9.17561689081782 38.718030738505, -9.17741352138606 38.718030738505, -9.17741352138606 38.7194325163075, -9.17561689081782 38.7194325163075, -9.17561689081782 38.718030738505)))",839
"MULTIPOLYGON (((-9.17561689081782 38.7166289332084, -9.17741352138606 38.7166289332084, -9.17741352138606 38.718030738505, -9.17561689081782 38.718030738505, -9.17561689081782 38.7166289332084)))",781
"MULTIPOLYGON (((-9.17561689081782 38.7152271004181, -9.17741352138606 38.7152271004181, -9.17741352138606 38.7166289332084, -9.17561689081782 38.7166289332084, -9.17561689081782 38.7152271004181)))",723
"MULTIPOLYGON (((-9.1792101519543 38.7040114483567, -9.18100678252254 38.7040114483567, -9.18100678252254 38.7054135010862, -9.1792101519543 38.7054135010862, -9.1792101519543 38.7040114483567)))",285
"MULTIPOLYGON (((-9.1792101519543 38.7026093681361, -9.18100678252254 38.7026093681361, -9.18100678252254 38.7040114483567, -9.1792101519543 38.7040114483567, -9.1792101519543 38.7026093681361)))",244
"MULTIPOLYGON (((-9.1792101519543 38.7012072604248, -9.18100678252254 38.7012072604248, -9.18100678252254 38.7026093681361, -9.1792101519543 38.7026093681361, -9.1792101519543 38.7012072604248)))",204
"MULTIPOLYGON (((-9.1792101519543 38.699805125223, -9.18100678252254 38.699805125223, -9.18100678252254 38.7012072604248, -9.1792101519543 38.7012072604248, -9.1792101519543 38.699805125223)))",167
"MULTIPOLYGON (((-9.17741352138606 38.6970007723494, -9.1792101519543 38.6970007723494, -9.1792101519543 38.6984029625311, -9.17741352138606 38.6984029625311, -9.17741352138606 38.6970007723494)))",103
"MULTIPOLYGON (((-9.17741352138606 38.6984029625311, -9.1792101519543 38.6984029625311, -9.1792101519543 38.699805125223, -9.17741352138606 38.699805125223, -9.17741352138606 38.6984029625311)))",133
"MULTIPOLYGON (((-9.1792101519543 38.6984029625311, -9.18100678252254 38.6984029625311, -9.18100678252254 38.699805125223, -9.1792101519543 38.699805125223, -9.1792101519543 38.6984029625311)))",132
"MULTIPOLYGON (((-9.17741352138606 38.7054135010862, -9.1792101519543 38.7054135010862, -9.1792101519543 38.7068155263243, -9.17741352138606 38.7068155263243, -9.17741352138606 38.7054135010862)))",332
"MULTIPOLYGON (((-9.17741352138606 38.7068155263243, -9.1792101519543 38.7068155263243, -9.1792101519543 38.7082175240708, -9.17741352138606 38.7082175240708, -9.17741352138606 38.7068155263243)))",384
"MULTIPOLYGON (((-9.17741352138606 38.7082175240708, -9.1792101519543 38.7082175240708, -9.1792101519543 38.7096194943254, -9.17741352138606 38.7096194943254, -9.17741352138606 38.7082175240708)))",438
"MULTIPOLYGON (((-9.17741352138606 38.7096194943254, -9.1792101519543 38.7096194943254, -9.1792101519543 38.7110214370877, -9.17741352138606 38.7110214370877, -9.17741352138606 38.7096194943254)))",493
"MULTIPOLYGON (((-9.17741352138606 38.7110214370877, -9.1792101519543 38.7110214370877, -9.1792101519543 38.7124233523575, -9.17741352138606 38.7124233523575, -9.17741352138606 38.7110214370877)))",549
"MULTIPOLYGON (((-9.15405732399895 38.7810835159685, -9.15585395456719 38.7810835159685, -9.15585395456719 38.7824840562296, -9.15405732399895 38.7824840562296, -9.15405732399895 38.7810835159685)))",3506
"MULTIPOLYGON (((-9.15944721570367 38.7754810798527, -9.16124384627191 38.7754810798527, -9.16124384627191 38.7768817301418, -9.15944721570367 38.7768817301418, -9.15944721570367 38.7754810798527)))",3319
"MULTIPOLYGON (((-9.15765058513543 38.7768817301418, -9.15944721570367 38.7768817301418, -9.15944721570367 38.7782823529244, -9.15765058513543 38.7782823529244, -9.15765058513543 38.7768817301418)))",3369
"MULTIPOLYGON (((-9.20436297990965 38.7208342666157, -9.20615961047788 38.7208342666157, -9.20615961047788 38.7222359894292, -9.20436297990965 38.7222359894292, -9.20436297990965 38.7208342666157)))",937
"MULTIPOLYGON (((-9.14507417115776 38.7908867201223, -9.146870801726 38.7908867201223, -9.146870801726 38.7922870678227, -9.14507417115776 38.7922870678227, -9.14507417115776 38.7908867201223)))",3697
"MULTIPOLYGON (((-9.14507417115776 38.7894863449123, -9.146870801726 38.7894863449123, -9.146870801726 38.7908867201223, -9.14507417115776 38.7908867201223, -9.14507417115776 38.7894863449123)))",3681
"MULTIPOLYGON (((-9.146870801726 38.7894863449123, -9.14866743229424 38.7894863449123, -9.14866743229424 38.7908867201223, -9.146870801726 38.7908867201223, -9.146870801726 38.7894863449123)))",3680
"MULTIPOLYGON (((-9.14507417115776 38.7880859421931, -9.146870801726 38.7880859421931, -9.146870801726 38.7894863449123, -9.14507417115776 38.7894863449123, -9.14507417115776 38.7880859421931)))",3663
"MULTIPOLYGON (((-9.146870801726 38.7880859421931, -9.14866743229424 38.7880859421931, -9.14866743229424 38.7894863449123, -9.146870801726 38.7894863449123, -9.146870801726 38.7880859421931)))",3662
"MULTIPOLYGON (((-9.17741352138606 38.7124233523575, -9.1792101519543 38.7124233523575, -9.1792101519543 38.7138252401344, -9.17741352138606 38.7138252401344, -9.17741352138606 38.7124233523575)))",606
"MULTIPOLYGON (((-9.17741352138606 38.7138252401344, -9.1792101519543 38.7138252401344, -9.1792101519543 38.7152271004181, -9.17741352138606 38.7152271004181, -9.17741352138606 38.7138252401344)))",664
"MULTIPOLYGON (((-9.17561689081782 38.7138252401344, -9.17741352138606 38.7138252401344, -9.17741352138606 38.7152271004181, -9.17561689081782 38.7152271004181, -9.17561689081782 38.7138252401344)))",665
"MULTIPOLYGON (((-9.20436297990965 38.7362517052926, -9.20615961047788 38.7362517052926, -9.20615961047788 38.7376531256452, -9.20436297990965 38.7376531256452, -9.20436297990965 38.7362517052926)))",1579
"MULTIPOLYGON (((-9.20615961047788 38.734850257442, -9.20795624104612 38.734850257442, -9.20795624104612 38.7362517052926, -9.20615961047788 38.7362517052926, -9.20615961047788 38.734850257442)))",1519
"MULTIPOLYGON (((-9.20615961047788 38.7334487820939, -9.20795624104612 38.7334487820939, -9.20795624104612 38.734850257442, -9.20615961047788 38.734850257442, -9.20615961047788 38.7334487820939)))",1460
"MULTIPOLYGON (((-9.20795624104612 38.7320472792483, -9.20975287161436 38.7320472792483, -9.20975287161436 38.7334487820939, -9.20795624104612 38.7334487820939, -9.20795624104612 38.7320472792483)))",1400
"MULTIPOLYGON (((-9.20795624104612 38.7306457489058, -9.20975287161436 38.7306457489058, -9.20975287161436 38.7320472792483, -9.20795624104612 38.7320472792483, -9.20795624104612 38.7306457489058)))",1340
"MULTIPOLYGON (((-9.20975287161436 38.7292441910665, -9.2115495021826 38.7292441910665, -9.2115495021826 38.7306457489058, -9.20975287161436 38.7306457489058, -9.20975287161436 38.7292441910665)))",1280
"MULTIPOLYGON (((-9.20795624104612 38.7292441910665, -9.20975287161436 38.7292441910665, -9.20975287161436 38.7306457489058, -9.20795624104612 38.7306457489058, -9.20795624104612 38.7292441910665)))",1281
"MULTIPOLYGON (((-9.20795624104612 38.7264409928988, -9.20975287161436 38.7264409928988, -9.20975287161436 38.7278426057307, -9.20795624104612 38.7278426057307, -9.20795624104612 38.7264409928988)))",1162
"MULTIPOLYGON (((-9.20795624104612 38.725039352571, -9.20975287161436 38.725039352571, -9.20975287161436 38.7264409928988, -9.20795624104612 38.7264409928988, -9.20795624104612 38.725039352571)))",1104
"MULTIPOLYGON (((-9.20795624104612 38.7236376847477, -9.20975287161436 38.7236376847477, -9.20975287161436 38.725039352571, -9.20795624104612 38.725039352571, -9.20795624104612 38.7236376847477)))",1047
"MULTIPOLYGON (((-9.20975287161436 38.7222359894292, -9.2115495021826 38.7222359894292, -9.2115495021826 38.7236376847477, -9.20975287161436 38.7236376847477, -9.20975287161436 38.7222359894292)))",990
"MULTIPOLYGON (((-9.20975287161436 38.7208342666157, -9.2115495021826 38.7208342666157, -9.2115495021826 38.7222359894292, -9.20975287161436 38.7222359894292, -9.20975287161436 38.7208342666157)))",934
"MULTIPOLYGON (((-9.20795624104612 38.7208342666157, -9.20975287161436 38.7208342666157, -9.20975287161436 38.7222359894292, -9.20795624104612 38.7222359894292, -9.20795624104612 38.7208342666157)))",935
"MULTIPOLYGON (((-9.20795624104612 38.7222359894292, -9.20975287161436 38.7222359894292, -9.20975287161436 38.7236376847477, -9.20795624104612 38.7236376847477, -9.20795624104612 38.7222359894292)))",991
"MULTIPOLYGON (((-9.2115495021826 38.7208342666157, -9.21334613275084 38.7208342666157, -9.21334613275084 38.7222359894292, -9.2115495021826 38.7222359894292, -9.2115495021826 38.7208342666157)))",933
"MULTIPOLYGON (((-9.21334613275084 38.7194325163075, -9.21514276331908 38.7194325163075, -9.21514276331908 38.7208342666157, -9.21334613275084 38.7208342666157, -9.21334613275084 38.7194325163075)))",875
"MULTIPOLYGON (((-9.21514276331908 38.7194325163075, -9.21693939388732 38.7194325163075, -9.21693939388732 38.7208342666157, -9.21514276331908 38.7208342666157, -9.21514276331908 38.7194325163075)))",874
"MULTIPOLYGON (((-9.21693939388732 38.718030738505, -9.21873602445556 38.718030738505, -9.21873602445556 38.7194325163075, -9.21693939388732 38.7194325163075, -9.21693939388732 38.718030738505)))",816
"MULTIPOLYGON (((-9.2205326550238 38.7124233523575, -9.22232928559204 38.7124233523575, -9.22232928559204 38.7138252401344, -9.2205326550238 38.7138252401344, -9.2205326550238 38.7124233523575)))",582
"MULTIPOLYGON (((-9.2205326550238 38.7110214370877, -9.22232928559204 38.7110214370877, -9.22232928559204 38.7124233523575, -9.2205326550238 38.7124233523575, -9.2205326550238 38.7110214370877)))",525
"MULTIPOLYGON (((-9.22232928559204 38.7110214370877, -9.22412591616028 38.7110214370877, -9.22412591616028 38.7124233523575, -9.22232928559204 38.7124233523575, -9.22232928559204 38.7110214370877)))",524
"MULTIPOLYGON (((-9.22232928559204 38.7124233523575, -9.22412591616028 38.7124233523575, -9.22412591616028 38.7138252401344, -9.22232928559204 38.7138252401344, -9.22232928559204 38.7124233523575)))",581
"MULTIPOLYGON (((-9.2205326550238 38.7054135010862, -9.22232928559204 38.7054135010862, -9.22232928559204 38.7068155263243, -9.2205326550238 38.7068155263243, -9.2205326550238 38.7054135010862)))",308
"MULTIPOLYGON (((-9.22592254672852 38.7026093681361, -9.22771917729675 38.7026093681361, -9.22771917729675 38.7040114483567, -9.22592254672852 38.7040114483567, -9.22592254672852 38.7026093681361)))",218
"MULTIPOLYGON (((-9.22412591616028 38.7026093681361, -9.22592254672852 38.7026093681361, -9.22592254672852 38.7040114483567, -9.22412591616028 38.7040114483567, -9.22412591616028 38.7026093681361)))",219
"MULTIPOLYGON (((-9.22412591616028 38.6955985546781, -9.22592254672852 38.6955985546781, -9.22592254672852 38.6970007723494, -9.22412591616028 38.6970007723494, -9.22412591616028 38.6955985546781)))",52
"MULTIPOLYGON (((-9.22232928559204 38.6955985546781, -9.22412591616028 38.6955985546781, -9.22412591616028 38.6970007723494, -9.22232928559204 38.6970007723494, -9.22232928559204 38.6955985546781)))",53
"MULTIPOLYGON (((-9.2205326550238 38.6941963095176, -9.22232928559204 38.6941963095176, -9.22232928559204 38.6955985546781, -9.2205326550238 38.6955985546781, -9.2205326550238 38.6941963095176)))",32
"MULTIPOLYGON (((-9.21873602445556 38.6927940368681, -9.2205326550238 38.6927940368681, -9.2205326550238 38.6941963095176, -9.21873602445556 38.6941963095176, -9.21873602445556 38.6927940368681)))",16
"MULTIPOLYGON (((-9.21693939388732 38.6927940368681, -9.21873602445556 38.6927940368681, -9.21873602445556 38.6941963095176, -9.21693939388732 38.6941963095176, -9.21693939388732 38.6927940368681)))",17
"MULTIPOLYGON (((-9.21514276331908 38.6927940368681, -9.21693939388732 38.6927940368681, -9.21693939388732 38.6941963095176, -9.21514276331908 38.6941963095176, -9.21514276331908 38.6927940368681)))",18
"MULTIPOLYGON (((-9.21334613275084 38.6927940368681, -9.21514276331908 38.6927940368681, -9.21514276331908 38.6941963095176, -9.21334613275084 38.6941963095176, -9.21334613275084 38.6927940368681)))",19
"MULTIPOLYGON (((-9.2115495021826 38.6927940368681, -9.21334613275084 38.6927940368681, -9.21334613275084 38.6941963095176, -9.2115495021826 38.6941963095176, -9.2115495021826 38.6927940368681)))",20
"MULTIPOLYGON (((-9.20975287161436 38.6927940368681, -9.2115495021826 38.6927940368681, -9.2115495021826 38.6941963095176, -9.20975287161436 38.6941963095176, -9.20975287161436 38.6927940368681)))",21
"MULTIPOLYGON (((-9.20795624104612 38.6941963095176, -9.20975287161436 38.6941963095176, -9.20975287161436 38.6955985546781, -9.20795624104612 38.6955985546781, -9.20795624104612 38.6941963095176)))",39
"MULTIPOLYGON (((-9.20615961047788 38.6941963095176, -9.20795624104612 38.6941963095176, -9.20795624104612 38.6955985546781, -9.20615961047788 38.6955985546781, -9.20615961047788 38.6941963095176)))",40
"MULTIPOLYGON (((-9.20436297990965 38.6941963095176, -9.20615961047788 38.6941963095176, -9.20615961047788 38.6955985546781, -9.20436297990965 38.6955985546781, -9.20436297990965 38.6941963095176)))",41
"MULTIPOLYGON (((-9.20256634934141 38.6941963095176, -9.20436297990965 38.6941963095176, -9.20436297990965 38.6955985546781, -9.20256634934141 38.6955985546781, -9.20256634934141 38.6941963095176)))",42
"MULTIPOLYGON (((-9.19897308820493 38.6955985546781, -9.20076971877317 38.6955985546781, -9.20076971877317 38.6970007723494, -9.19897308820493 38.6970007723494, -9.19897308820493 38.6955985546781)))",66
"MULTIPOLYGON (((-9.19717645763669 38.6955985546781, -9.19897308820493 38.6955985546781, -9.19897308820493 38.6970007723494, -9.19717645763669 38.6970007723494, -9.19717645763669 38.6955985546781)))",67
"MULTIPOLYGON (((-9.19537982706845 38.6955985546781, -9.19717645763669 38.6955985546781, -9.19717645763669 38.6970007723494, -9.19537982706845 38.6970007723494, -9.19537982706845 38.6955985546781)))",68
